wikidata_id,wikipedia_title,status,text
Q372103,Electronic body music,ok,"Electronic body music (EBM) is a genre of electronic music that combines elements of industrial music and synth-punk with elements of dance music. It developed in the early 1980s in Western Europe, as an outgrowth of both the punk and the industrial music cultures. It combines sequenced repetitive basslines, programmed disco rhythms, and mostly undistorted vocals and command-like shouts with confrontational or provocative themes.

The evolution of the genre reflected ""a general shift towards more song-oriented structures in industrial as to a general turn towards the dancefloor by many musicians and genres in the era of post-punk."" It was considered a part of the European new wave and post-punk movement and the first style that blended synthesized sounds with an ecstatic style of dancing (e.g. pogo).

EBM gained a stable following in the second half of the 1980s. Around that period, a youth-cultural scene emerged from EBM whose followers describe themselves as EBM-heads or (in North America) as rivetheads."
Q3724735,Emo pop,ok,"Emo pop (alternatively typeset with a hyphen, also known as emo pop-punk and pop-emo) is a fusion genre combining emo with pop-punk, pop music, or both. Emo pop features a musical style with more concise composition and hook-filled choruses. Emo pop has its origins in the 1990s with bands like Jimmy Eat World, the Get Up Kids, Weezer and the Promise Ring. The genre entered the mainstream in the early 2000s with Jimmy Eat World's breakthrough album Bleed American, which included its song ""The Middle"". Other emo pop bands that achieved mainstream success throughout the decade included Fall Out Boy, the All-American Rejects, My Chemical Romance, Panic! at the Disco and Paramore. The popularity of emo pop declined in the 2010s, with some prominent artists in the genre either disbanding or abandoning the emo pop style."
Q3724778,,no article,
Q3735422,Bandari music,ok,"Bandari music (Persian: بندری) stems from Iran's south, around the Persian Gulf region such as Lorestan, Khuzestan, Larestan/Irahistan (Bandar Abbas, Bastak, Banaruiyeh...), and other locations.

Bandari songs are often sung in Southern Iranian Languages, like Luri, Achomi (Lari), and various coastal Bandari (Garmsiri) dialects."
Q3736603,New Complexity,ok,"New Complexity is a composition school in 20th-century classical music where composers seek a ""complex, multi-layered interplay of evolutionary processes occurring simultaneously within every dimension of the musical material""."
Q3752342,Garage rock,section,
Q377910,Post-hardcore,ok,"Post-hardcore is a punk rock music genre that maintains the aggression and intensity of hardcore punk but emphasizes a greater degree of creative expression. Like the term ""post-punk"", the term ""post-hardcore"" has been applied to a broad constellation of groups. Initially taking inspiration from post-punk and noise rock, post-hardcore began in the 1980s with bands like Hüsker Dü and Minutemen. The genre expanded in the 1980s and 1990s with releases by bands from cities which had established hardcore scenes, such as Fugazi from Washington, D.C. as well as groups such as Big Black, Jawbox, Quicksand, and Shellac who stuck closer to post-hardcore's noise rock roots. Dischord Records became a major nexus of post-hardcore during this period."
Q379033,Arena rock,ok,"Arena rock (also known as stadium rock, pomp rock or corporate rock) is a style of rock music that became mainstream in the 1970s. It typically involves radio-friendly rock music that was designed to be played for large audiences.

As hard rock and pop rock became increasingly popular, groups began creating material inherently designed for performance to crowds and major concerts. Arena rock also developed from their use of more commercially oriented sounds that were intended for radio play. The highly produced music, including both upbeat, dramatic songs and slower power ballads, features strong emphasis on melody and frequently employs anthemic choruses. Other major characteristics include prominent guitar effects and the use of keyboard instruments. Typical themes of arena rock lyrics include love, heartbreak, angst, and sentimentality."
Q3791697,Chopper (rap),ok,"Chopper rap, also simply known as chopper, is a subgenre of hip hop music that originated in the Midwestern United States and features fast-paced rhyming or rapping. Those that rap in the style are known as choppers, and rapping in the style is sometimes referred to as chopping. The style is one of the major forms in hip hop. However, by the early 2000s, it had spread to other parts of the United States including New York City and California; its popularity has since spread around the world.

Chopper style places an emphasis on speed of pronunciation, and as such is commonly attributed to some of the fastest professional rappers, such as Bone Thugs-n-Harmony, Mac Lethal, Twista, Big L, Tech N9ne, Twisted Insane, Busta Rhymes, Rebel XD, Krizz Kaliko, George Watsky, Jaz-O, Saint Lethal, Crucified830 and Eminem. Vocalist Oli Peters of the tech-death band Archspire is also heavily influenced by this style."
Q379671,Post-grunge,ok,"Post-grunge is a musical offshoot of grunge that has a less abrasive or intense tone than traditional grunge. Originally, the term was used derisively and indicated mid-1990s alternative rock bands such as Bush, Candlebox, Collective Soul, Live, Foo Fighters, and Silverchair, that emulated the original sound of grunge.

In the late 1990s, post-grunge became a more clearly defined style that combined the sound and aesthetic of grunge with more commercially accessible songwriting, rising to prominence that lasted into the 2000s. Bands such as Foo Fighters, Creed, Matchbox Twenty, 3 Doors Down, Puddle of Mudd, Nickelback, Seether, and Staind achieved mainstream success in this second wave. Some bands in this wave also had crossover with the alternative metal and nu metal genres."
Q3807537,Orchestral jazz,ok,"Orchestral jazz or symphonic jazz is a form of jazz that developed in New York City in the 1920s. Early innovators of the genre, such as Fletcher Henderson and Duke Ellington, include some of the most highly regarded musicians, composers, and arrangers in all of jazz history. The fusion of jazz's rhythmic and instrumental characteristics with the scale and structure of an orchestra, made orchestral jazz distinct from the musical genres that preceded its emergence. Its development contributed both to the popularization of jazz, as well as the critical legitimization of jazz as an art form."
Q3815106,Kidumbaki,ok,"Kidumbaki or kidumbak is a Zanzibari musical genre. It is closely related to taarab (with Arab- and Indian-influenced music and singing in Swahili) but it is played by smaller ensembles. The typical kidumbaki band comprises a fiddle, a sanduku (a kind of washtub bass), a bass, and two ""kidumbak"" drums. Traditional percussions such as cherewas are sometimes used as well.

Kidumbaki is sometimes called kitaarab, loosely translatable as ""little taarab"" (the particle ki-, in Swahili, is used for diminutives). It is disputed, anyway, whether kidumbaki is to be regarded as a derivative of taarab or the other way round. Some of the founders of taarab, such as Siti binti Saad, did in fact span across the two genres. Also, taarab ensembles in the early 20th century were usually much smaller than they are today, and more like modern ""kidumbaki"" ensembles.

Makame Faki of musical ensemble Sina Chuki Kidumbak was one of the most popular kidumbaki singers."
Q382343,Nortec,ok,"Nortec or nor-tec (from the combination of ""norteño"" and ""techno"") is a genre of electronic dance music developed in Tijuana (a border city in Baja California, Mexico) that first gained popularity in 2001. Nortec music is characterized by hard dance beats and samples from traditional forms of Mexican music such as Banda sinaloense and Norteño - unmistakably Mexican horns are often used.

Different individual projects create nortec music. There is also a ""Colectivo Visual"": a group of designers and VJs who take care of the visual side of nortec live shows. The term nortec is a conjunction of norteño (""of"" or ""from the North"") and techno, but mainly describes the collision between the music, style and culture of electronic music with those of norteño and tambora, two music genres indigenous to the North of Mexico. These styles are characterized by their use of accordions and double bass (norteño); tubas, clarinets, horns and pumping bass drums (tambora) and quirky use of percussion and polyrhythmic snare drum rolls (both). All of these elements are used to create a sound that is very Tijuana-like."
Q383530,Afoxé (musical tradition),ok,"The term afoxé refers to a Carnival group originating from Salvador da Bahia, Brazil, in the 1920s, and the music it plays deriving from the Afro-Brazilian Candomblé religion. It came to indicate a musical rhythm, named ijexá derived from the ijexá nation within Candomblé. Cultural performances of the afoxés, typically at Brazilian Carnival, incorporate choreography, song, ritual language and ceremonies deriving from the Candomblé religion. In Brazil, afoxé is generally performed by blocos, afros-groups of mostly black or mulatto musicians who are familiar with African Brazilian music. Afoxés are a cultural and religious entity that preserves a tradition of Afro-Brazilian culture."
Q383615,Street punk,ok,"Street punk (sometimes alternatively spelled streetpunk) is an urban working class-based subgenre of punk rock, which emerged as a rebellion against the perceived artistic pretensions of the first wave of British punk. The earliest street punk songs emerged in the late 1970s by bands including Sham 69, the U.K. Subs and Cockney Rejects. By 1982, bands such as Discharge, GBH and the Exploited had pushed this sound to become faster and more abrasive, while also embracing the influence of heavy metal music. In the 1990s and 2000s, a street punk revival began with bands such as the Casualties, Rancid and the Analogs."
Q383982,Psychedelic pop,ok,"Psychedelic pop (or acid pop) is a genre of pop music that contains musical characteristics associated with psychedelic music. Developing in the mid-to-late 1960s, elements included ""trippy"" features such as fuzz guitars, tape manipulation, backwards recording, sitars, and Beach Boys-style harmonies, wedded to melodic songs with tight song structures. The style lasted into the early 1970s. It has seen revivals in subsequent decades by neo-psychedelic artists."
Q3840596,Dark wave,ok,"Dark wave (also known as darkwave) is a music genre that emerged from the new wave and post-punk movement of the late 1970s. Dark wave compositions are largely based on minor key tonality and introspective lyrics and have been perceived as being dark, romantic and bleak, with an undertone of sorrow. Common features include the use of chordophones such as electric and acoustic guitar, violin and piano, as well as electronic instruments such as synthesizer, sampler and drum machine. Like new wave, dark wave is not a ""unified genre but rather an umbrella term"" that encompasses a variety of musical styles, including cold wave, ethereal wave, gothic rock, neoclassical dark wave and neofolk.

In the 1980s, a subculture developed primarily in Europe alongside dark wave music, whose followers were called ""wavers"" or ""dark wavers"". In some countries, most notably Germany, the movement also included fans of gothic rock (so-called ""trad-goths"")."
Q3855113,Merenhouse,ok,"Merenhouse, Merenrap or Electronic merengue, Mambo/Mambo de Calle is a style of Dominican Merengue music derived by blending it with dancehall, hip hop and house, particularly latin house. The mix of Latin, house and dancehall music started in New York City in the late 1980s.

Merenhouse usually employs rap-singing or talk-singing. It has instruments that are typically in Merengue music, such as saxophones, trumpets, accordions, bass, guitar, güira, and tambora, a kind of drum. However, it can be combined with electronic sounds or even electronic sounds sampled from the actual instruments (much like house music). Sampling music consists of reusing a sample or portion of a sound recording in a song. Merenhouse is very upbeat and intended for dancing, similar to house music; it is hard to identify merenhouse basing only on its time signature and its rhythm alone: some of them are in a fast 2/4 beat and has typical Merengue rhythms, while some other are in a slower 4/4 beat, identifying more with the hip hop style. Merenhouse can be characterized mostly by the using of instruments/electronics and the combination of vocal styles."
Q38656,Jazz-funk,ok,"Jazz-funk is a subgenre of jazz music characterized by a strong back beat, electrified sounds, and analog synthesizers. The integration of funk, soul, and R&B music and styles into jazz resulted in the creation of a genre that ranges from pure jazz improvisation to soul, funk or disco with jazz arrangements, jazz riffs, jazz solos, and sometimes soul vocals. Similar genres to jazz funk include acid jazz."
Q3867028,Rōkyoku,ok,"Rōkyoku (浪曲; also historically called naniwa-bushi, 浪花節) is a genre of traditional Japanese narrative singing. This genre is performed by a singer accompanied by a shamisen, rōkyoku became very popular in Japan during the first half of the 20th century.

In modern Japanese slang, naniwabushi is sometimes used to mean ""a sob story"", since the songs were often about sad subjects. The stories were commonly about folktales and myths with themes of loyalty and human emotion. It shares roots with older narratives such as jōruri, sekkyō-bushi and kowaka emerged alongside kōdan and rakugo as dominant narrative arts during its peak popularity.

There are two types of naniwa-bushi: Kanto-bushi which was found mostly in east Tokyo and Kansai-bushi, derived from ukare-bushi from West Osaka."
Q3868787,Muziki wa dansi,ok,"Muziki wa dansi (in Swahili: ""dance music""), or simply dansi, is a Tanzanian music genre, derivative of Congolese soukous and Congolese rumba. It is sometimes called Swahili jazz because most dansi lyrics are in Swahili, and ""jazz"" is an umbrella term used in Central and Eastern Africa to refer to soukous, highlife, and other dance music and big band genres. Muziki wa dansi can also be referred to as Tanzanian rumba, as ""african rumba"" is another name for soukous.

Muziki wa dansi began in the 1930s in the Dar es Salaam area (where most dansi bands come from), and it is still popular in Tanzania, although new generations are more likely to listen to bongo flava or other forms of pop music. Notable dansi bands include DDC Mlimani Park, International Orchestra Safari Sound, Juwata Jazz, Maquis Original, Super Matimila, and Vijana Jazz."
Q3876770,Nightcore,ok,"A nightcore edit (also known as a sped-up song, sped-up version, sped-up remix, or simply sped-up) is a version of a music track that speeds up its source material by approximately 35%, which also raises the pitch. This gives an effect almost identical to playing a 33⅓-rpm vinyl record at 45 rpm. The 35% increase in speed causes the note C4 to become slightly higher in pitch than the note F4 (from 261.63 Hz to 353.19 Hz), which is an increase of approximately 5 and one fifth semitones. Playing 33⅓-rpm vinyl records at 45 rpm was common in the Happy Hardcore scene of the 90s and 2000s, which most likely inspired this genre.

The name is derived from the Norwegian musical duo ""Nightcore"", who released pitch-shifted versions of trance and Eurodance songs. Nightcore is also almost always associated with and accompanied by anime and otaku culture; many YouTube thumbnails (and similar features) of nightcore remixes contain anime characters and art.

Nightcore saw a general resurgence in popularity in the early 2020s due to TikTok, causing major recording labels to officially release sped-up versions of their songs."
Q3879286,Nueva canción chilena,ok,"Nueva canción chilena (English: new Chilean song) was a movement and genre of Chilean music incorporating strong political and social themes, taking influences from traditional or folk music of Chile. The movement was to spread throughout Latin America during the 1960s and 1970s, in what is called ""Nueva canción"" sparking the renewal in traditional folk music and playing a key role in political movements in the region.

The foundations of the Chilean New Song were laid through the efforts of Violeta Parra to revive over 3,000 Chilean songs, recipes, traditions, and proverbs, and it eventually aligned with the 1970 presidential campaign of Salvador Allende, incorporating the songs of Víctor Jara, Inti-Illimani and Quilapayún among others.

Other key proponents of the movement include Patricio Manns, Rolando Alarcón, Payo Grondona, Patricio Castillo, Homero Caro, and Kiko Álvarez, as well as non-Chilean musicians, such as César Isella and Atahualpa Yupanqui from Argentina and Paco Ibáñez from Spain."
Q388100,Afro house,ok,"Afro house (also known as Afro-house or Afrohouse) is a sub-genre of house music mainly developed in South Africa. The genre emerged in the 1990s. This musical style fuses elements of traditional house with South African rhythms and sounds, incorporating instruments such as the saxophone, piano and synthesizers, as well as vocals in various African languages."
Q388296,Afrobeat,ok,"Afrobeat (also known as Afrofunk) is a West African music genre, fusing influences from Yoruba and Ghanaian (such as highlife) music with American funk, jazz, and soul influences. With a focus on chanted vocals, complex intersecting rhythms, and percussion, the style was pioneered in the 1960s by Nigerian multi-instrumentalist and bandleader Fela Kuti, who popularised it both within and outside Nigeria. At the height of his popularity, he was referred to as one of Africa's most ""challenging and charismatic music performers.""

Distinct from Afrobeat is Afrobeats, a combination of sounds originating in West Africa in the 21st century. This takes on diverse influences and is an eclectic combination of genres such as hip hop, house, jùjú, ndombolo, R&B, soca, and dancehall. The two genres, though often conflated, are not the same."
Q388475,Cuban rumba,ok,"Rumba is a secular genre of Cuban music involving dance, percussion, and song. It originated in the northern regions of Cuba, mainly in urban Havana and Matanzas, during the late 19th century. It is based on African music and dance traditions, namely Abakuá and yuka, as well as the Spanish-based coros de clave. According to Argeliers León, rumba is one of the major ""genre complexes"" of Cuban music, and the term rumba complex is now commonly used by musicologists. This complex encompasses the three traditional forms of rumba (yambú, guaguancó and columbia), as

well as their contemporary derivatives and other minor styles."
Q38848,Heavy metal music,ok,"Heavy metal (or simply metal) is a genre of rock music that developed in the late 1960s and early 1970s, largely in the United Kingdom and United States. With roots in blues rock, psychedelic rock and acid rock, heavy metal bands developed a thick, monumental sound characterized by distorted guitars, extended guitar solos, emphatic beats and loudness."
Q388906,Hardcore (electronic dance music genre),ok,"Hardcore (also known as hardcore techno) is a genre of electronic dance music that originated in the Netherlands, Belgium, and Germany in the early 1990s. It is distinguished by faster tempos (160 to 200 BPM or more) and a distorted sawtooth kick, the intensity of the kicks and the synthesized bass (in some subgenres), the rhythm and the atmosphere of the themes (sometimes violent), the usage of saturation and experimentation close to that of industrial dance music. It would spawn subgenres such as gabber."
Q3889661,Marchinha,ok,"Marchinha (Portuguese pronunciation: [maʁˈʃiɲɐ], also called ""marchinha de carnaval"", ""marchinha carnavalesca"" or ""marcha carnavalesca) is one of several genres of music typical of Brazilian Carnival in Rio de Janeiro and Southeast Region of Brazil. The other main carnival genres are: samba-enredo, frevo, maracatu and Axé music.

Marchinha is an extremely comic genre of music and the very name ""marchinha"" (little march) satirizes the seriousness of military marches, in both the musical and step senses, which are involved in the generalised satirization of the society that occurs during the carnival, for example the election of Rei Momo (King Momo, the king of carnival). The bands feature trombones, tubas, horns, clarinets, flutes and piccolos and percussion.

The first marchinha was the composition (in 1899) of Chiquinha Gonzaga entitled ""O Abre Alas"", made to the Cordão Carnavalesco ""Rosa de Outro"".

Marchinhas are composed and played to date by the blocos carnavalescos every year, in the ""street carnival"" of Rio de Janeiro."
Q389372,Jeongak,ok,"Jeongak (lit. ""proper music"") is a classical genre of Korean traditional music, in contrast with minsogak or Korean traditional folk music. The genre has traditionally been associated with the nobility and upper classes.

The best known pieces of jeongak are Sujecheon and the suite entitled Yeongsan Hoesang (영산회상; 靈山會相). Another commonly performed jeongak suite is called Cheonnyeonmanse (천년만세; 千年萬歲).

Jeongak includes court music (국중음악; gungjung eumak) and chamber music (풍류음악; pungryu eumak)."
Q389631,Jumpstyle,ok,"Jumpstyle is a subgenre of electronic dance music that emerged in Western Europe in the late 1990s, particularly in Belgium and the Netherlands. It is associated with a distinctive dance style commonly referred to as jumpen.

The genre developed within the broader European hard dance scene and became commercially prominent during the mid-2000s. In the 2020s, it experienced a revival through a microgenre known as ""Yabujin-core"", pioneered by Lithuanian rapper Yabujin."
Q39046042,Menzuma,ok,"Menzuma is a Sufi Islamic chant by Ethiopians, mainly to praise Allah and bless the Islamic prophet Muhammad. It is common in Mualid and similar events."
Q39046859,Harsh noise,section,
Q39052425,Midwest emo,ok,"Midwest emo (or Midwestern emo) is a subgenre and scene of emo music that emerged in the Midwestern United States during the 1990s. Employing unconventional vocal stylings, distinct guitar riffs and arpeggiated melodies, Midwest emo bands shifted away from the genre's hardcore punk roots and drew on indie rock and math rock approaches. According to the author and critic Andy Greenwald, ""this was the period when emo earned many, if not all, of the stereotypes that have lasted to this day: boy-driven, glasses-wearing, overly sensitive, overly brainy, chiming-guitar-driven college music."" Midwest emo is sometimes used interchangeably with second-wave emo, and when referenced as a genre is often conflated with indie emo or post-emo indie rock. While Midwest emo was initially associated specifically within the region, its sound and aesthetic gradually spread beyond that boundary. The style was adopted by artists across the United States and internationally."
Q3908370,Pop metal,ok,"Pop metal (sometimes conflated with or used interchangeably with glam metal) is an umbrella term for commercial heavy metal and hard rock styles that feature prominent pop music elements such as catchy hooks and anthemic choruses. It became popular in the 1980s among acts such as Bon Jovi, Europe, Def Leppard, Poison, Mötley Crüe, and Ratt.

The term is also applied to some artists and bands that have formed since the 1990s that mix aspects of pop and heavy metal into their sound."
Q3908372,,no article,
Q3931695,Gospel reggae,ok,"Gospel reggae is a genre of music that originated in Jamaica, mixing reggae rhythms with Christian-themed lyrics.

Several reggae artists, many of whom were previously part of the Rastafari movement, have converted to Christianity and adopted gospel reggae as their primary style. Examples include Tommy Cowan, Carlene Davis, Nora Dean, Papa San, Sherwin Gardner, Sanchez, Lieutenant Stitchie and Kerron Ennis. Other major artists in the genre include Christafari. Lester Lewis has been described as a pioneer of gospel reggae, having won the Jamaica Cultural Development Commission Gospel Song Competition in 1989 with ""Every Time I Read My Bible"".

The popularity of gospel reggae has been seen as a sign that reggae has taken broader hold in Jamaica, having previously been strongly identified with the Rastafarian community. Popular gospel reggae DJs include DJ Proclaima from the UK. He has specialised in the genre for over two decades, reaching millions of people worldwide."
Q3963051,Smooth soul,ok,"Smooth soul is a fusion genre of soul music that developed in the early 1970s from soul, funk, and pop music in the United States. The fusion genre experienced mainstream success from the time of its development to the late 1970s, before its succession by disco and quiet storm."
Q3980452,Talking blues,ok,"Talking blues is a music genre derived from folk and country music. It is characterized by rhythmic speech or near-speech where the melody is free, but the rhythm is strict.

Chris Bouchillon, billed as ""The Talking Comedian of the South"", is credited with creating the ""talking blues"" music genre with the song ""Talking Blues"", recorded for Columbia Records in Atlanta, Georgia in 1926, from which the style takes its name. The song was released the next year, followed by a sequel, ""New Talking Blues"", released in 1928. Another of his songs, ""Born in Hard Luck"", released around the same years, is similar in style."
Q3980643,,no article,
Q3981034,Tarana,ok,"Tarana is a type of composition in Hindustani classical vocal music in which certain words (e.g. ""odani"", ""todani"", ""tadeem"" and ""yalali"") based on Persian and Arabic phonemes are rendered at a medium (madhya laya) or fast (drut laya) rate. It was invented by Amir Khusro (1253–1325 CE). In modern times, the singer Amir Khan helped popularize it and researched its origins and the syllables used. Nissar Hussain Khan was a tarana singer."
Q3990466,Ska,section,
Q4011109,,no article,
Q4020968,,no article,
Q4045538,Nu-disco,ok,"Nu-disco is a 21st-century dance music genre associated with a renewed interest in the late 1970s disco, synthesizer-heavy 1980s European dance music styles, and early 1990s electronic dance music. The genre was popular in the early 2000s, and experienced a mild resurgence in the 2010s.

There are several scenes associated with the nu-disco term. The original scene is characterized as house music fused with disco elements (sometimes incorrectly referred to as disco house), and disco-influenced balearic music, also known as balearic beat revival or balearica."
Q40461,Bachata (music),ok,"Bachata is a genre of music that evolved in the Dominican Republic in the 20th century. It contains elements of European (mainly Spanish music), indigenous Taino and African musical elements, representing the cultural diversity of the Dominican population. A form of dance, bachata, also developed with the music.

In the 1990s bachata's instrumentation changed from the nylon string Spanish guitar and maracas of traditional bachata to the electric steel string and guira of modern bachata. Bachata further transformed in the 21st century with the creation of urban bachata styles by bands such as Monchy y Alexandra and Aventura. These new modern styles of bachata became an international phenomenon, and today bachata is one of the most popular styles of Latin music.

The original term used to name the genre was amargue (""bitterness"", ""bitter music""), until the mood-neutral term bachata became popular. The genre mixed these and the troubadour singing tradition common in Latin America (and later, from the mid-1980s, merengue). The first recognised bachata recorded was composed by José Manuel Calderón in 1962 (""Borracho de amor"")."
Q4049849,Italo disco,section,
Q4056436,Bard (Soviet Union),ok,"The term bard (бард) came to be used in the Soviet Union in the early 1960s, and continues to be used in Russia and some other post-Soviet states today, to refer to singer-songwriters who wrote and performed songs outside the Soviet establishment. Because in bard music songwriters perform their own songs, the genre is also commonly referred to as author song (Russian: авторская песня, avtorskaya pesnya) or bard song (Russian: бардовская песня, bardovskaya pesnya).

Stylistically, the precursors to bard songs were Russian urban romances, which touched upon common life and were popular throughout all layers of Russian society in the late 19th to early 20th centuries. These romances were traditionally written in a minor key and performed with a guitar accompaniment.

Bard poetry may be roughly classified into two main genres: tourist song and political song, although some other subgenres are also recognized, such as outlaw song and pirate song."
Q4078107,,no article,
Q4083733,Beneventan chant,ok,"Beneventan chant is a liturgical plainchant repertory of the Roman Catholic Church, used primarily in the orbit of the southern Italian ecclesiastical centers of Benevento and Monte Cassino distinct from Gregorian chant and related to Ambrosian chant. It was officially supplanted by the Gregorian chant of the Roman rite in the 11th century, although a few Beneventan chants of local interest remained in use."
Q41343,Post-metal,ok,"Post-metal is a music genre rooted in heavy metal but exploring approaches beyond metal conventions. It emerged in the 1990s with bands such as Neurosis and Godflesh, who transformed metal texture through experimental composition. In a way similar to the predecessor genres post-rock and post-hardcore, post-metal offsets the darkness and intensity of extreme metal with an emphasis on atmosphere, emotion, and even ""revelation"", developing an expansive but introspective sound variously imbued with elements of ambient, noise, psychedelic, progressive, and classical music, and often shoegaze and art rock. Songs are typically long, with loose and layered structures that discard the verse–chorus form in favor of crescendos and repeating themes. The sound centres on guitars (subjected to various effects) and drums, while any vocals are often but not always screamed or growled and resemble an additional instrument."
Q4155078,Electro-industrial,section,
Q4177625,Breakbeat hardcore,section,
Q4181927,,no article,
Q4207331,Musok eumak,ok,"Musok eumak (Korean: 무속 음악; Hanja: 巫俗音樂) or muak (무악; 巫樂) is the traditional Korean shamanistic music performed at and during a shamanistic ritual, the gut. Music performances consist of singing, dancing, and percussion music.

It is not performed solely for spiritual rites, but also allows experiencing the archetype of traditional Korean music.

The music helps the shaman enter a trance, believed to enable communication with gods, ancestors, and spirits."
Q4208567,,no article,
Q4215151,Samba-canção,ok,"Samba-canção (Portuguese pronunciation: [ˈsɐ̃bɐ kɐ̃ˈsɐ̃w]; literally 'song samba') is, in its most common interpretation, a kind of Brazilian popular song with a slow-paced samba rhythm."
Q4216001,Sinawi,ok,"Sinawi, sometimes spelled shinawi, is a traditional Korean music. It is performed improvisationally by a musical ensemble, and traditionally accompanies the rites of Korean shamanism. The style first emerged in the Chungcheong and Jeolla provinces, but is now widespread. The traditional sinawi ensemble followed the principle of sam-hyeon-yuk-gak (三絃六角), with two flutes, a haegeum, a daegeum, a janggu hourglass-drum, and a large buk drum. However, today other traditional Korean instruments such as the gayageum and geomungo are also often included."
Q423918,Acousmatic music,ok,"Acousmatic music (from Greek ἄκουσμα akousma, ""a thing heard"") is a form of electroacoustic music that is specifically composed for presentation using speakers, as opposed to a live performance. It stems from a compositional tradition that dates back to the origins of musique concrète in the late 1940s. Unlike acoustic or electroacoustic musical works that are realized from scores, compositions that are purely acousmatic (in listening terms) often exist solely as fixed media audio recordings.

The compositional practice of acousmatic music features acousmatic sound, sound which is heard but not seen, as a central musical aspect. Other aspects traditionally thought of as 'musical' such as melody, harmony, rhythm, metre may be present but more often consideration is given to sound-based characteristics such as timbre and spectrum. Compositional materials can include sounds derived from musical instruments, voice, electronically generated sound, or sounds employing audio signal processing, as well as general sound effects and field recordings."
Q429264,West Coast hip-hop,ok,"West Coast hip-hop is a regional genre of hip-hop music that encompasses any artists or music that originated in the West Coast of the United States. West Coast hip-hop began to dominate from a radio play and sales standpoint during the early to-mid 1990s with the birth of G-funk and the emergence of record labels such as Suge Knight and Dr. Dre's Death Row Records, Ice Cube's Lench Mob Records, the continued success of Eazy-E's Ruthless Records, Dr. Dre's Aftermath Entertainment, and many others. Though the term ""West Coast hip hop"" may also be used to describe Northwest hip-hop and other movements from the Western U.S., it is primarily associated with the state of California, especially Los Angeles and the San Francisco Bay Area."
Q430075,Maxixe (dance),ok,"The maxixe (Portuguese pronunciation: [maˈʃiʃi]), occasionally known as the Brazilian tango, is a dance, with its accompanying music (often played as a subgenre of choro), that originated in the Brazilian city of Rio de Janeiro in 1868, at about the same time as the tango was developing in neighbouring Argentina and Uruguay. It is a dance developed from Afro-Brazilian dances (mainly the lundu) and from European dances (mainly the polka).

Like the tango, the maxixe travelled to Europe and the United States in the early years of the 20th century.

The music was influenced by various other forms including the Spanish tango, lundu, polka and habanera, and is danced to a rapid 2/4 time. Pianist Ernesto Nazareth composed many Brazilian tangos; he was known for blending folk influences into his tangos, polkas and waltzes. He resisted using folk terms for his compositions; he preferred Brazilian Tango to maxixe.

The maxixe was one of the dances that contributed to samba dance styles (such as samba de gafieira) and lambada."
Q431415,Tejano music,ok,"Tejano music (Spanish: música tejana), also known as Tex-Mex music, is a popular music style fusing American and Mexican influences. Its evolution began in northern Mexico (a variation of regional Mexican music known as norteño).

It reached a larger audience in the late 20th century with the popularity of performers and groups such as Mazz, Selena, La Mafia, Ram Herrera, La Sombra, Elida Reyna, Elsa García, Laura Canales, Intocable, Jay Perez, Emilio Navaira, Esteban ""Steve"" Jordan, Shelly Lares, David Lee Garza y Los Musicales, Jennifer Peña and La Fiebre."
Q43343,Folk music,ok,"Folk music is a music genre that includes traditional folk music and the contemporary genre that evolved from the former during the 20th-century folk revival. Some types of folk music may be called world music. Traditional folk music has been defined in several ways: as music transmitted orally, music with unknown composers, music that is played on traditional instruments, music about cultural or national identity, music that changes between generations (folk process), music associated with a people's folklore, or music performed by custom over a long period of time. It has been contrasted with commercial and classical styles. The term originated in the 19th century, but folk music extends beyond that."
Q4349839,Chèo,ok,"Chèo (Vietnamese: [t͡ɕɛw˨˩], Chữ Nôm: 嘲) is a form of generally satirical musical theatre, often encompassing dance, traditionally performed by Vietnamese peasants in northern Vietnam. It is usually performed outdoors by semi-amateur touring groups, typically in a village square or the courtyard of a public building, although it is today increasingly also performed indoors and by professional performers. Chèo stage art is one of the great cultural heritage of the Vietnamese folk treasure. Chèo has been a popular art form of the Vietnamese people for many generations and has fostered the national spirit through its lyricontent."
Q4355815,Mahori,ok,"The mahori (Thai: มโหรี), possibly from Sanskrit मनोहर (manohara, meaning ""fascinating, attractive, charming, beautiful"") + -ई (-ī, a feminine suffix), is a form of Thai classical ensemble traditionally played in the royal courts for the purpose of secular entertainment. It combines the xylophones and gong circles (but not the pi, or oboe) of the piphat with the strings of the khruang sai ensemble. Originally, the term referred only to a string ensemble, although today it includes both string and percussion. There are three broad types of Mahori: Mahori Khryang Lek, Mahori Khyrang Khu, and Mahori Khyrang Yai, each differentiated by the types of instruments utilized. It is comparable to the Cambodian mohaori ensemble."
Q4371786,Beompae,ok,"Beompae (Korean: 범패; Hanja: 梵唄) is a Korean genre of Buddhist chants and songs, and is a traditional Korean song category. Other such examples include gagok and pansori)."
Q4372158,Sundanese music,section,
